431,um
432,think
433,RICHARD
434,ever
435,ENTIO:
436,pl
437,ran
438,take
439,ER:
440,Which
441,si
442,swe
443,Wh
444,day
445,ac
446,Y:
447,"O,"
448,hear
449,Be
450,With
451,INC
452,ign
453,s:
454,"sir,"
455,give
456,Of
457,na
458,No
459,gu
460,such
461,First
462,land
463,most
464,blood
465,AB
466,ex
467,brother
468,des
469,these
470,tell
471,hea
472,ment
473,ba
474,mine
475,ey
476,onour
477,bre
478,other
479,where
480,LO
481,I:
482,llow
483,How
484,Come
485,coun
486,This
487,EST
488,look
489,new
490,s;
491,"ed,"
492,UCH
493,friend
494,Who
495,oul
496,gentle
497,mis
498,war
499,ught
500,vo
501,GLO
502,GLOUC
503,GLOUCEST
504,GLOUCESTER:
505,chi
506,ity
507,im
508,af
509,ving
510,rown
511,hast
512,EEN
513,ab
514,Lord
515,ince
516,LI
517,God
518,urse
519,ster
520,du
521,Rome
522,night
523,off
524,less
525,fair
526,made
527,ang
528,ort
529,'st
530,QU
531,QUEEN
532,VINC
533,VINCENTIO:
534,honour
535,any
536,Mar
537,Se
538,tion
539,much
540,OF
541,ness
542,ance
543,er:
544,Where
545,urn
546,"thee,"
547,"lord,"
548,ise
549,mi
550,So
551,Is
552,pre
553,stand
554,ef
555,br
556,fear
557,HEN
558,'tis
559,Now
560,res
561,che
562,tle
563,HENR
564,HENRY
565,ond
566,great
567,lt
568,ng
569,ES
570,ust
571,part
572,"it,"
573,never
574,lie
575,ORI
576,pt
577,"th,"
578,Your
579,live
580,sc
581,arm
582,cond
583,It
584,jo
585,ES:
586,ser
587,call
588,o'
589,read
590,fo
591,head
592,YOR
593,YORK:
594,bear
595,iti
596,ation
597,Or
598,bet
599,INIUS:
600,cannot
601,pa
602,heaven
603,ber
604,ase
605,int
606,noble
607,PET
608,fl
609,und
610,ue
611,been
612,sweet
613,very
614,it.
615,'T
616,An
617,ED
618,EDW
619,EDWARD
620,"Why,"
621,GR
622,fort
623,que
624,TH
625,ree
626,ough
627,mer
628,nor
629,UM
630,MI
631,MEN
632,pp
633,doth
634,LE
635,LUC
636,da
637,ouse
638,lad
639,mean
640,There
641,ic
642,"ing,"
643,IS
644,"him,"
645,comm
646,man:
647,ELL
648,rest
649,When
650,ty
651,"on,"
652,name
653,age
654,Ed
655,life
656,zen
657,ME
658,co
659,soul
660,wr
661,Edward
662,ROME
663,ROMEO:
664,MENEN
665,MENENIUS:
666,world
667,By
668,tr
669,red
670,queen
671,Ri
672,s?
673,Let
674,Here
675,Then
676,orn
677,pri
678,down
679,true
680,dead
681,PETR
682,PETRUCH
683,PETRUCHIO:
684,"'d,"
685,pres
686,ower
687,OM
688,pray
689,long
690,ass
691,him.
692,"Ay,"
693,ake
694,before
695,Than
696,op
697,gr
698,wick
699,ie
700,mother
701,"Come,"
702,leave
703,hold
704,myself
705,"us,"
706,em
707,MAR
708,Cl
709,HA
710,ONT
711,you.
712,cour
713,s!
714,cause
715,house
716,ull
717,put
718,me.
719,ret
720,ren
721,CORI
722,CORIOL
723,CORIOLAN
724,Second
725,being
726,tri
727,Nor
728,"one,"
729,CORIOLANUS:
730,whi
731,thought
732,grace
733,Rich
734,BA
735,child
736,poor
737,lif
738,both
739,itizen
740,ved
741,ite
742,set
743,She
744,der
745,wh
746,ore
747,thus
748,sw
749,daught
750,foo
751,tra
752,INA:
753,cl
754,right
755,IV
756,D:
757,beg
758,III:
759,might
760,Sir
761,Do
762,done
763,atter
764,crown
765,pla
766,atch
767,light
768,ten
769,"k,"
770,shi
771,bid
772,ss
773,War
774,Warwick
775,"ly,"
776,gri
777,ach
778,comes
779,His
780,many
781,"a,"
782,"not,"
783,es.
784,lit
785,"ll,"
786,'Tis
787,AD
788,pose
789,ISAB
790,ISABELL
791,ISABELLA:
792,"st,"
793,nothing
794,tal
795,par
796,kind
797,tong
798,bra
799,ed.
800,RAN
801,"And,"
802,better
803,mad
804,away
805,ose
806,JU
807,JULI
808,JULIET:
809,LEONT
810,LEONTES:
811,cious
812,though
813,led
814,uck
815,able
816,LAD
817,LADY
818,VOL
819,ban
820,ENC
821,ENCE:
822,till
823,stay
824,show
825,tend
826,ither
827,BR
828,Citizen
829,against
830,"le,"
831,sent
832,ice
833,Ser
834,"Nay,"
835,"and,"
836,er.
837,"now,"
838,those
839,Pro
840,ft
841,sle
842,little
843,"man,"
844,"What,"
845,SIC
846,SICINIUS:
847,hour
848,far
849,die
850,tent
851,lp
852,ace
853,'er
854,ction
855,Sha
856,tre
857,"h,"
858,dear
859,pur
860,Un
861,keep
862,"No,"
863,tear
864,urder
865,char
866,best
867,tain
868,still
869,law
870,himself
871,oud
872,Not
873,den
874,"ry,"
875,back
876,io
877,full
878,Thy
879,LUCIO:
880,kes
881,unto
882,sub
883,gar
884,TI
885,to-
886,Richard
887,IV:
888,ted
889,Have
890,ech
891,"ess,"
892,thank
893,roy
894,LO:
895,first
896,Will
897,else
898,ts
899,wife
900,could
901,high
902,bes
903,eyes
904,"so,"
905,ison
906,sor
907,Yor
908,duke
909,ought
910,hus
911,conf
912,Hen
913,two
914,"in,"
915,cut
916,H:
917,nat
918,dy
919,find
920,ing.
921,"come,"
922,young
923,ELI
924,ELIZ
925,ELIZAB
926,ELIZABET
927,ELIZABETH:
928,"ate,"
929,cha
930,hor
931,bring
932,une
933,Good
934,ople
935,je
936,min
937,just
938,mind
939,get
940,home
941,qui
942,GRE
943,IAN
944,people
945,itor
946,Yet
947,husb
948,under
949,seem
950,arewell
951,"I,"
952,ason
953,CL
954,ene
955,ste
956,comp
957,forth
958,after
959,happ
960,MER
961,PER
